project, status, reproducibleVariants, nonReproducibleVariants, stars
dodgy, Fully Reproducible, ['all'], [], -1
bentley-ottmann, Fully Reproducible, ['all'], [], -1
dictknife, Fully Reproducible, ['all'], [], -1
flask-whooshalchemy, Fully Reproducible, ['all'], [], -1
safitty, Fully Reproducible, ['all'], [], -1
gspread-dataframe, Fully Reproducible, ['all'], [], -1
colander, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
dwq, Fully Reproducible, ['all'], [], -1
ons-ras-common, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
otter-grader, Fully Reproducible, ['all'], [], -1
hepcrawl, Partially Reproducible, ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['umask'], -1
pysnmp, Fully Reproducible, ['all'], [], -1
owlrl, Fully Reproducible, ['all'], [], -1
flask-plugins, Fully Reproducible, ['all'], [], -1
eliot, Fully Reproducible, ['all'], [], -1
uptime, Fully Reproducible, ['all'], [], -1
backpack, Fully Reproducible, ['all'], [], -1
duo-web, Fully Reproducible, ['all'], [], -1
getjson, Fully Reproducible, ['all'], [], -1
yasa, Fully Reproducible, ['all'], [], -1
arcsecond, Fully Reproducible, ['all'], [], -1
django-ipware, Fully Reproducible, ['all'], [], -1
locust-plugins, Fully Reproducible, ['all'], [], -1
pymdstat, Fully Reproducible, ['all'], [], -1
python-lambda-local, Fully Reproducible, ['all'], [], -1
facet, Fully Reproducible, ['all'], [], -1
flask-socketio, Fully Reproducible, ['all'], [], -1
nb-black, Fully Reproducible, ['all'], [], -1
iyzipay, Fully Reproducible, ['all'], [], -1
products-temporaryfolder, Fully Reproducible, ['all'], [], -1
