project, status, reproducibleVariants, nonReproducibleVariants, stars
stix2-patterns, Not Reproducible, ['user_group.available+=builduser:builduser'; 'fileordering'; 'kernel'], ['environment'; 'build_path'; 'home'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 20
stone, Not Reproducible, ['user_group.available+=builduser:builduser'; 'time'], ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'timezone'; 'umask'], 395
structlog-sentry, Fully Reproducible, ['all'], [], 74
tableaudocumentapi, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'exec_path'], ['environment'; 'fileordering'; 'kernel'; 'locales'; 'time'; 'timezone'; 'umask'], 300
technopy, Not Reproducible, ['user_group.available+=builduser:builduser'; 'fileordering'; 'kernel'], ['environment'; 'build_path'; 'home'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 3
textgenrnn, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'home'; 'exec_path'], ['build_path'; 'fileordering'; 'kernel'; 'locales'; 'time'; 'timezone'; 'umask'], 4916
tfhelper, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'locales'], ['environment'; 'fileordering'; 'home'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], 2
tox-travis, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'kernel'; 'exec_path'], ['build_path'; 'home'; 'locales'; 'time'; 'timezone'; 'umask'], 205
transmission-rpc, Fully Reproducible, ['all'], [], 112
trio-asyncio, Not Reproducible, ['user_group.available+=builduser:builduser'; 'exec_path'; 'timezone'], ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'time'; 'umask'], 166
twitterapi, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'; 'timezone'], ['environment'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'umask'], 916
ulid2, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'; 'timezone'], ['environment'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'umask'], 31
upb-lib, Fully Reproducible, ['all'], [], 3
urlextract, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'], ['environment'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], 212
validx, Not Reproducible, ['user_group.available+=builduser:builduser'], ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 16
vdms, Fully Reproducible, ['all'], [], 71
vk-api, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'], ['build_path'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], 1274
webrtcvad, Not Reproducible, ['user_group.available+=builduser:builduser'], ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 1684
wechaty-grpc, Fully Reproducible, ['all'], [], 22
word2vec, Not Reproducible, ['user_group.available+=builduser:builduser'], ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 2509
zlhawq, Fully Reproducible, ['all'], [], 0
zookeeper, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'; 'timezone'], ['environment'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'umask'], 22
binary, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'kernel'; 'exec_path'; 'timezone'], ['environment'; 'home'; 'locales'; 'time'; 'umask'], -1
brottsplatskartan, Not Reproducible, ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'], ['fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
itkwidgets, Fully Reproducible, ['all'], [], -1
django-readonly-field, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'], ['environment'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
python-rake, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'], ['environment'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
google-cloud-bigtable, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'exec_path'], ['build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'time'; 'timezone'; 'umask'], -1
keras-transformer, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'kernel'; 'exec_path'], ['build_path'; 'home'; 'locales'; 'time'; 'timezone'; 'umask'], -1
pysupercluster, Not Reproducible, ['user_group.available+=builduser:builduser'], ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
sslyze, Not Reproducible, ['user_group.available+=builduser:builduser'; 'kernel'], ['environment'; 'build_path'; 'fileordering'; 'home'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
approvaltests, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'exec_path'], ['environment'; 'fileordering'; 'kernel'; 'locales'; 'time'; 'timezone'; 'umask'], -1
discord-buttons, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'], ['environment'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
oemthermostat, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'kernel'; 'exec_path'; 'timezone'], ['build_path'; 'home'; 'locales'; 'time'; 'umask'], -1
vf-portalytics, Fully Reproducible, ['all'], [], -1
pyhash, Fully Reproducible, ['all'], [], -1
hammock, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'], ['build_path'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
language-tags, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'exec_path'; 'timezone'], ['environment'; 'fileordering'; 'kernel'; 'locales'; 'time'; 'umask'], -1
pytest-httpbin, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'], ['build_path'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
pyperf, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'], ['environment'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
pytest-circleci, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'locales'], ['build_path'; 'fileordering'; 'home'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
drf-typed-views, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'home'], ['environment'; 'fileordering'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
atlassian-jwt-auth, Fully Reproducible, ['all'], [], -1
sparkdl, Fully Reproducible, ['all'], [], -1
openerz-api, Not Reproducible, ['user_group.available+=builduser:builduser'; 'home'; 'locales'], ['environment'; 'build_path'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
expression-parser, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'kernel'; 'exec_path'; 'timezone'], ['environment'; 'fileordering'; 'home'; 'locales'; 'time'; 'umask'], -1
tensorflow-privacy, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'exec_path'], ['build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'time'; 'timezone'; 'umask'], -1
rrg, Fully Reproducible, ['all'], [], -1
py-ultroid, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'; 'timezone'], ['environment'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'umask'], -1
sc2gamelobby, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'kernel'], ['build_path'; 'home'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
carling, Fully Reproducible, ['all'], [], -1
pynwb, Not Reproducible, ['user_group.available+=builduser:builduser'; 'home'; 'kernel'; 'timezone'], ['environment'; 'build_path'; 'fileordering'; 'locales'; 'exec_path'; 'time'; 'umask'], -1
libscrc, Not Reproducible, ['user_group.available+=builduser:builduser'], ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
blockchain-parser, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'], ['environment'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
cs-portlet-aemet, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'], ['environment'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
pybase64, Fully Reproducible, ['all'], [], -1
karapy, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'kernel'; 'exec_path'], ['build_path'; 'home'; 'locales'; 'time'; 'timezone'; 'umask'], -1
csinsc, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'kernel'; 'exec_path'; 'timezone'], ['environment'; 'home'; 'locales'; 'time'; 'umask'], -1
pystoi, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'kernel'; 'exec_path'; 'timezone'], ['environment'; 'fileordering'; 'home'; 'locales'; 'time'; 'umask'], -1
py-zipkin, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'kernel'; 'exec_path'; 'timezone'], ['build_path'; 'home'; 'locales'; 'time'; 'umask'], -1
runipy, Not Reproducible, ['user_group.available+=builduser:builduser'; 'home'; 'kernel'; 'exec_path'; 'timezone'], ['environment'; 'build_path'; 'fileordering'; 'locales'; 'time'; 'umask'], -1
django-querysetsequence, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'], ['environment'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
backports-functools-partialmethod, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'kernel'; 'locales'], ['build_path'; 'home'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
pip-with-requires-python, Fully Reproducible, ['all'], [], -1
django-url-shortening, Fully Reproducible, ['all'], [], -1
mdt, Not Reproducible, ['user_group.available+=builduser:builduser'], ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
python-gvm, Fully Reproducible, ['all'], [], -1
blackduck, Not Reproducible, ['user_group.available+=builduser:builduser'], ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
