projectName,URL,slug
0x-contract-wrappers,https://github.com/0xproject/0x-monorepo/tree/development/python-packages/contract_wrappers,0xproject/0x-monorepo
0x-order-utils,https://github.com/0xProject/0x-monorepo/tree/development/python-packages/order_utils,0xProject/0x-monorepo
12factor-configclasses,https://github.com/kingoodie/configclasses,kingoodie/configclasses
12factor-vault,https://github.com/jdelic/12factor-vault/,jdelic/12factor-vault
1os,https://github.com/1deos/1OS,1deos/1OS
1password,https://github.com/wandera/1password-client,wandera/1password-client
2captcha-python,https://github.com/2captcha/2captcha-python/,2captcha/2captcha-python
3d-converter,https://github.com/vorono4ka/3d-converter,vorono4ka/3d-converter
a-pytube-fork-for-spotdl-users,https://github.com/nficano/pytube,nficano/pytube
a2wsgi,https://github.com/abersheeran/a2wsgi,abersheeran/a2wsgi
aa-stripe,https://github.com/HealthByRo/aa-stripe,HealthByRo/aa-stripe
aaargh,https://github.com/wbolster/aaargh,wbolster/aaargh
aacgm2,https://github.com/st-bender/aacgmv2,st-bender/aacgmv2
aacgmv2,https://github.com/aburrell/aacgmv2,aburrell/aacgmv2
aanalytics2,https://github.com/pitchmuc/adobe-analytics-api-2.0,pitchmuc/adobe-analytics-api-2.0
abbyy,https://github.com/samueltc/ABBYY,samueltc/ABBYY
abilian-core,https://github.com/abilian/abilian-core,abilian/abilian-core
abilian-sbe,https://github.com/abilian/abilian-sbe,abilian/abilian-sbe
abodepy,https://github.com/MisterWil/abodepy,MisterWil/abodepy
about-time,https://github.com/rsalmei/about-time,rsalmei/about-time
abraham3k,https://github.com/ckinateder/abraham,ckinateder/abraham
absl-py,https://github.com/abseil/abseil-py,abseil/abseil-py
abstracts,https://github.com/envoyproxy/pytooling/tree/main/abstracts,envoyproxy/pytooling
abuse-finder,https://github.com/certsocietegenerale/abuse_finder,certsocietegenerale/abuse_finder
abydos,https://github.com/chrislit/abydos,chrislit/abydos
acachecontrol,https://github.com/MasterSergius/acachecontrol,MasterSergius/acachecontrol
accelerate,https://github.com/huggingface/accelerate,huggingface/accelerate
accelerator-toolbox,https://github.com/atcollab/at,atcollab/at
accern,https://github.com/Accern/accern-python,Accern/accern-python
access-points,https://github.com/kootenpv/access_points,kootenpv/access_points
accesscontrol,https://github.com/zopefoundation/AccessControl,zopefoundation/AccessControl
accession,https://github.com/ENCODE-DCC/accession,ENCODE-DCC/accession
accountant,https://github.com/pypa/sampleproject,pypa/sampleproject
accumulation-tree,https://github.com/tkluck/accumulation_tree,tkluck/accumulation_tree
accuweather,https://github.com/bieniu/accuweather,bieniu/accuweather
acebinf,https://github.com/ACEnglish/acebinf,ACEnglish/acebinf
ach,https://github.com/travishathaway/python-ach,travishathaway/python-ach
achilles,https://github.com/adpena/achilles,adpena/achilles
acid-xblock,https://github.com/edx/acid-block,edx/acid-block
acme,https://github.com/letsencrypt/letsencrypt,letsencrypt/letsencrypt
acme-tiny,https://github.com/diafygi/acme-tiny,diafygi/acme-tiny
acquisition,https://github.com/zopefoundation/Acquisition,zopefoundation/Acquisition
act-workers,https://github.com/mnemonic-no/act-workers,mnemonic-no/act-workers
actions-includes,https://github.com/mithro/actions-includes,mithro/actions-includes
actions-toolkit,https://github.com/yanglbme/actions-toolkit,yanglbme/actions-toolkit
active-semi-supervised-clustering,https://github.com/datamole-ai/active-semi-supervised-clustering,datamole-ai/active-semi-supervised-clustering
activecampaign,https://github.com/bennylope/activecampaign,bennylope/activecampaign
actrie,https://github.com/ifplusor/actrie,ifplusor/actrie
adabound,https://github.com/Luolc/AdaBound,Luolc/AdaBound
adafruit-blinka,https://github.com/adafruit/Adafruit_Blinka,adafruit/Adafruit_Blinka
adafruit-circuitpython-bitbangio,https://github.com/adafruit/Adafruit_CircuitPython_BitbangIO,adafruit/Adafruit_CircuitPython_BitbangIO
adafruit-circuitpython-busdevice,https://github.com/adafruit/Adafruit_CircuitPython_BusDevice,adafruit/Adafruit_CircuitPython_BusDevice
adafruit-gpio,https://github.com/adafruit/Adafruit_Python_GPIO/,adafruit/Adafruit_Python_GPIO
adafruit-nrfutil,https://github.com/adafruit/Adafruit_nRF52_nrfutil,adafruit/Adafruit_nRF52_nrfutil
adafruit-platformdetect,https://github.com/adafruit/Adafruit_Python_PlatformDetect,adafruit/Adafruit_Python_PlatformDetect
adafruit-pureio,https://github.com/adafruit/Adafruit_Python_PureIO,adafruit/Adafruit_Python_PureIO
adal,https://github.com/AzureAD/azure-activedirectory-library-for-python,AzureAD/azure-activedirectory-library-for-python
adamspy,https://github.com/bthornton191/adamspy,bthornton191/adamspy
adanet,https://github.com/tensorflow/adanet,tensorflow/adanet
adapter,https://github.com/idin/adapter,idin/adapter
adapter-transformers,https://github.com/adapter-hub/adapter-transformers,adapter-hub/adapter-transformers
adaptivepele,https://github.com/AdaptivePELE/AdaptivePELE,AdaptivePELE/AdaptivePELE
adb-enhanced,https://github.com/ashishb/adb-enhanced,ashishb/adb-enhanced
adb-shell,https://github.com/JeffLIrion/adb_shell,JeffLIrion/adb_shell
adblock,https://github.com/ArniDagur/python-adblock,ArniDagur/python-adblock
adblockparser,https://github.com/scrapinghub/adblockparser,scrapinghub/adblockparser
adbui,https://github.com/hao1032/adbui,hao1032/adbui
adbutils,https://github.com/openatx/adbutils,openatx/adbutils
adcircpy,https://github.com/jreniel/adcircpy.git,jreniel/adcircpy
add-trailing-comma,https://github.com/asottile/add-trailing-comma,asottile/add-trailing-comma
addheader,https://github.com/idaes/addheader,idaes/addheader
addict,https://github.com/mewwts/addict,mewwts/addict
additional-urwid-widgets,https://github.com/AFoeee/additional_urwid_widgets,AFoeee/additional_urwid_widgets
address,https://github.com/SwoopSearch/pyaddress,SwoopSearch/pyaddress
addressable,https://github.com/debrouwere/python-addressable/,debrouwere/python-addressable
adext,https://github.com/ajschmidt8/adext,ajschmidt8/adext
adguardhome,https://github.com/frenck/python-adguardhome,frenck/python-adguardhome
adjusttext,https://github.com/Phlya/adjustText,Phlya/adjustText
adles,https://github.com/GhostofGoes/ADLES,GhostofGoes/ADLES
adlfs,https://github.com/dask/adlfs/,dask/adlfs
adobe-analytics,https://github.com/SaturnFromTitan/adobe_analytics,SaturnFromTitan/adobe_analytics
adorad,https://github.com/jasmcaus/caer,jasmcaus/caer
adr,https://github.com/mozilla/adr,mozilla/adr
adrpy,https://github.com/sobester/ADRpy,sobester/ADRpy
adtk,https://github.com/arundo/adtk,arundo/adtk
advanced-descriptors,https://github.com/python-useful-helpers/advanced-descriptors,python-useful-helpers/advanced-descriptors
advancedanalytics,https://github.com/tandonneur/AdvancedAnalytics,tandonneur/AdvancedAnalytics
advancedhtmlparser,https://github.com/kata198/AdvancedHTMLParser,kata198/AdvancedHTMLParser
advantage-air,https://github.com/Bre77/advantage_air,Bre77/advantage_air
advent-of-code,https://github.com/fornwall/advent-of-code,fornwall/advent-of-code
adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,Trusted-AI/adversarial-robustness-toolbox
advocate,https://github.com/JordanMilne/Advocate,JordanMilne/Advocate
adyen,https://github.com/Adyen/adyen-python-api-library,Adyen/adyen-python-api-library
aea,https://github.com/fetchai/agents-aea.git,fetchai/agents-aea
aedat,https://github.com/neuromorphicsystems/aedat/,neuromorphicsystems/aedat
aegea,https://github.com/kislyuk/aegea,kislyuk/aegea
aegis-tools,https://github.com/mdagosta/aegis,mdagosta/aegis
aenum,https://github.com/ethanfurman/aenum,ethanfurman/aenum
aerich,https://github.com/tortoise/aerich,tortoise/aerich
afdko,https://github.com/adobe-type-tools/afdko,adobe-type-tools/afdko
affine,https://github.com/sgillies/affine,sgillies/affine
affinegap,https://github.com/datamade/affinegap,datamade/affinegap
afp-cli,https://github.com/ImmobilienScout24/afp-cli,ImmobilienScout24/afp-cli
africastalking,https://github.com/AfricasTalkingLtd/africastalking-python,AfricasTalkingLtd/africastalking-python
afs2-datasource,https://github.com/stacy0416/afs2-datasource,stacy0416/afs2-datasource
afs2-model,https://github.com/benchuang11046/afs2-model,benchuang11046/afs2-model
afterglowpy,https://github.com/geoffryan/afterglowpy,geoffryan/afterglowpy
again,https://github.com/kashifrazzaqui/again,kashifrazzaqui/again
agave,https://github.com/cuenca-mx/agave,cuenca-mx/agave
agda-pkg,https://github.com/agda/agda-pkg,agda/agda-pkg
agefromname,https://github.com/JasonKessler/agefromname,JasonKessler/agefromname
aggdraw,https://github.com/pytroll/aggdraw,pytroll/aggdraw
agithub,https://github.com/mozilla/agithub,mozilla/agithub
agora,https://github.com/sbraccia/agora,sbraccia/agora
agora-client,https://github.com/smartdeveloperhub/agora-client,smartdeveloperhub/agora-client
agora-fountain,https://github.com/smartdeveloperhub/agora-fountain,smartdeveloperhub/agora-fountain
ahocorapy,https://github.com/abusix/ahocorapy,abusix/ahocorapy
ai,https://github.com/Decalogue/ai,Decalogue/ai
ai-graphics,https://github.com/CachCheng/Python_Cookbook,CachCheng/Python_Cookbook
ai-harness,https://github.com/aicanhelp/ai-harness,aicanhelp/ai-harness
ai-python,https://github.com/microsoft/ai-python,microsoft/ai-python
ai-transformersx,https://github.com/aicanhelp/ai-transformers,aicanhelp/ai-transformers
ai2thor,https://github.com/allenai/ai2thor,allenai/ai2thor
aiarena,https://github.com/tristan-neateworks/AIArena,tristan-neateworks/AIArena
aicspylibczi,https://github.com/AllenCellModeling/aicspylibczi,AllenCellModeling/aicspylibczi
aiida-export-migration-tests,https://github.com/aiidateam/aiida-export-migration-tests,aiidateam/aiida-export-migration-tests
aiida-yambo,https://github.com/yambo-code/yambo-aiida,yambo-code/yambo-aiida
ailment,https://github.com/angr/ailment,angr/ailment
aiml,https://github.com/calysto/aiml,calysto/aiml
aio-databases,https://github.com/klen/aio-databases,klen/aio-databases
aio-geojson-client,https://github.com/exxamalte/python-aio-geojson-client,exxamalte/python-aio-geojson-client
aio-geojson-geonetnz-quakes,https://github.com/exxamalte/python-aio-geojson-geonetnz-quakes,exxamalte/python-aio-geojson-geonetnz-quakes
aio-geojson-geonetnz-volcano,https://github.com/exxamalte/python-aio-geojson-geonetnz-volcano,exxamalte/python-aio-geojson-geonetnz-volcano
aio-geojson-nsw-rfs-incidents,https://github.com/exxamalte/python-aio-geojson-nsw-rfs-incidents,exxamalte/python-aio-geojson-nsw-rfs-incidents
aio-georss-client,https://github.com/exxamalte/python-aio-georss-client,exxamalte/python-aio-georss-client
aio-georss-gdacs,https://github.com/exxamalte/python-aio-georss-gdacs,exxamalte/python-aio-georss-gdacs
aio-jsonrpc-2-0,https://github.com/steffgrez/aio-jsonrpc-2.0,steffgrez/aio-jsonrpc-2.0
aio-odoorpc,https://github.com/mbello/aio-odoorpc,mbello/aio-odoorpc
aio-openapi,https://github.com/quantmind/aio-openapi,quantmind/aio-openapi
aioambient,https://github.com/bachya/aioambient,bachya/aioambient
aioamqp,https://github.com/polyconseil/aioamqp,polyconseil/aioamqp
aioapns,https://github.com/Fatal1ty/aioapns,Fatal1ty/aioapns
aioasuswrt,https://github.com/kennedyshead/aioasuswrt,kennedyshead/aioasuswrt
aioauth-client,https://github.com/klen/aioauth-client,klen/aioauth-client
aioazuredevops,https://github.com/timmo001/aioazuredevops,timmo001/aioazuredevops
aioboto3,https://github.com/terrycain/aioboto3,terrycain/aioboto3
aiobotocore,https://github.com/aio-libs/aiobotocore,aio-libs/aiobotocore
aiobreaker,https://github.com/arlyon/aiobreaker,arlyon/aiobreaker
aiocache,https://github.com/argaen/aiocache,argaen/aiocache
aiocasambi,https://github.com/hellqvio86/aiocasambi,hellqvio86/aiocasambi
aiocells,https://github.com/isbjorntrading/aiocells,isbjorntrading/aiocells
aioch,https://github.com/mymarilyn/aioch,mymarilyn/aioch
aiochclient,https://github.com/maximdanilchenko/aiochclient,maximdanilchenko/aiochclient
aiocoap,https://github.com/chrysn/aiocoap,chrysn/aiocoap
aiocometd,https://github.com/robertmrk/aiocometd,robertmrk/aiocometd
aioconsole,https://github.com/vxgmichel/aioconsole,vxgmichel/aioconsole
aiocontextvars,https://github.com/fantix/aiocontextvars,fantix/aiocontextvars
aiocord,https://github.com/Exahilosys/aiocord,Exahilosys/aiocord
aiocron,https://github.com/gawel/aiocron/,gawel/aiocron
aiodataloader,https://github.com/syrusakbary/aiodataloader,syrusakbary/aiodataloader
aiodiscover,https://github.com/bdraco/aiodiscover,bdraco/aiodiscover
aiodns,https://github.com/saghul/aiodns,saghul/aiodns
aiodnsresolver,https://github.com/michalc/aiodnsresolver,michalc/aiodnsresolver
aiodocker,https://github.com/aio-libs/aiodocker,aio-libs/aiodocker
aiodogstatsd,https://github.com/Gr1N/aiodogstatsd,Gr1N/aiodogstatsd
aiodynamo,https://github.com/HENNGE/aiodynamo,HENNGE/aiodynamo
aioelasticsearch,https://github.com/aio-libs/aioelasticsearch,aio-libs/aioelasticsearch
aioemonitor,https://github.com/bdraco/aioemonitor,bdraco/aioemonitor
aiofirebase,https://github.com/billyshambrook/aiofirebase,billyshambrook/aiofirebase
aioflo,https://github.com/bachya/aioflo,bachya/aioflo
aioftp,https://github.com/aio-libs/aioftp,aio-libs/aioftp
aiogithubapi,https://github.com/ludeeus/aiogithubapi,ludeeus/aiogithubapi
aiogoogletrans,https://github.com/chauffer/aiogoogletrans,chauffer/aiogoogletrans
aiogqlc,https://github.com/DoctorJohn/aiogqlc,DoctorJohn/aiogqlc
aiogram,https://github.com/aiogram/aiogram,aiogram/aiogram
aiogrpc,https://github.com/hubo1016/aiogrpc,hubo1016/aiogrpc
aiogtts,https://github.com/Helow19274/aiogTTS,Helow19274/aiogTTS
aioguardian,https://github.com/bachya/aioguardian,bachya/aioguardian
aioh2,https://github.com/decentfox/aioh2,decentfox/aioh2
aioharmony,https://github.com/ehendrix23/aioharmony,ehendrix23/aioharmony
aiohomekit,https://github.com/Jc2k/aiohomekit,Jc2k/aiohomekit
aiohttp,https://github.com/aio-libs/aiohttp,aio-libs/aiohttp
aiohttp-apispec,https://github.com/maximdanilchenko/aiohttp-apispec,maximdanilchenko/aiohttp-apispec
aiohttp-basicauth,https://github.com/romis2012/aiohttp-basicauth,romis2012/aiohttp-basicauth
aiohttp-cors,https://github.com/aio-libs/aiohttp-cors,aio-libs/aiohttp-cors
aiohttp-devtools,https://github.com/aio-libs/aiohttp-devtools,aio-libs/aiohttp-devtools
aiohttp-graphql,https://github.com/graphql-python/aiohttp-graphql,graphql-python/aiohttp-graphql
aiohttp-jinja2,https://github.com/aio-libs/aiohttp_jinja2/,aio-libs/aiohttp_jinja2
aiohttp-json-api,https://github.com/vovanbo/aiohttp_json_api,vovanbo/aiohttp_json_api
aiohttp-json-rpc,https://github.com/pengutronix/aiohttp-json-rpc/,pengutronix/aiohttp-json-rpc
aiohttp-oauth2,https://github.com/mrasband/aiohttp-oauth2,mrasband/aiohttp-oauth2
aiohttp-proxy,https://github.com/Skactor/aiohttp-proxy,Skactor/aiohttp-proxy
aiohttp-remotes,https://github.com/aio-libs/aiohttp-remotes,aio-libs/aiohttp-remotes
aiohttp-requests,https://github.com/maxzheng/aiohttp-requests,maxzheng/aiohttp-requests
aiohttp-retry,https://github.com/inyutin/aiohttp_retry,inyutin/aiohttp_retry
aiohttp-security,https://github.com/aio-libs/aiohttp_security/,aio-libs/aiohttp_security
aiohttp-session,https://github.com/aio-libs/aiohttp_session/,aio-libs/aiohttp_session
aiohttp-socks,https://github.com/romis2012/aiohttp-socks,romis2012/aiohttp-socks
aiohttp-sse,https://github.com/aio-libs/aiohttp_sse/,aio-libs/aiohttp_sse
aiohttp-sse-client,https://github.com/rtfol/aiohttp-sse-client,rtfol/aiohttp-sse-client
aiohttp-swagger,https://github.com/cr0hn/aiohttp-swagger,cr0hn/aiohttp-swagger
aiohttp-swagger3,https://github.com/hh-h/aiohttp-swagger3,hh-h/aiohttp-swagger3
aiohttp-toolbox,https://github.com/samuelcolvin/aiohttp-tools,samuelcolvin/aiohttp-tools
aiohttp-wsgi,https://github.com/etianen/aiohttp-wsgi,etianen/aiohttp-wsgi
aiohue,https://github.com/home-assistant-libs/aiohue,home-assistant-libs/aiohue
aiohug,https://github.com/nonamenix/aiohug,nonamenix/aiohug
aioice,https://github.com/aiortc/aioice,aiortc/aioice
aioify,https://github.com/yifeikong/aioify,yifeikong/aioify
aioimaplib,https://github.com/bamthomas/aioimaplib,bamthomas/aioimaplib
aioinflux,https://github.com/gusutabopb/aioinflux,gusutabopb/aioinflux
aiojobs,https://github.com/aio-libs/aiojobs,aio-libs/aiojobs
aiokef,https://github.com/basnijholt/aiokef,basnijholt/aiokef
aiolip,https://github.com/bdraco/aiolip,bdraco/aiolip
aiologger,https://github.com/b2wdigital/aiologger,b2wdigital/aiologger
aiologstash,https://github.com/aio-libs/aiologstash,aio-libs/aiologstash
aiolyric,https://github.com/timmo001/aiolyric,timmo001/aiolyric
aiomcache,https://github.com/aio-libs/aiomcache/,aio-libs/aiomcache
aiomisc,https://github.com/aiokitchen/aiomisc,aiokitchen/aiomisc
aiomysql,https://github.com/aio-libs/aiomysql,aio-libs/aiomysql
aionotify,https://github.com/rbarrois/aionotify,rbarrois/aionotify
aionotion,https://github.com/bachya/aionotion,bachya/aionotion
aionursery,https://github.com/malinoff/aionursery,malinoff/aionursery
aioodbc,https://github.com/aio-libs/aioodbc,aio-libs/aioodbc
aioopenssl,https://github.com/horazont/aioopenssl,horazont/aioopenssl
aiopogo,https://github.com/Noctem/aiopogo,Noctem/aiopogo
aioprocessing,https://github.com/dano/aioprocessing,dano/aioprocessing
aioprometheus,https://github.com/claws/aioprometheus,claws/aioprometheus
aiopvapi,https://github.com/sander76/aio-powerview-api,sander76/aio-powerview-api
aiopvpc,https://github.com/azogue/aiopvpc,azogue/aiopvpc
aiopylgtv,https://github.com/bendavid/aiopylgtv,bendavid/aiopylgtv
aiopyramid,https://github.com/housleyjk/aiopyramid,housleyjk/aiopyramid
aioquic,https://github.com/aiortc/aioquic,aiortc/aioquic
aioradio,https://github.com/nrccua/aioradio,nrccua/aioradio
aiorecollect,https://github.com/bachya/aiorecollect,bachya/aiorecollect
aioredis,https://github.com/aio-libs/aioredis-py,aio-libs/aioredis-py
aioredlock,https://github.com/joanvila/aioredlock,joanvila/aioredlock
aioreloader,https://github.com/and800/aioreloader,and800/aioreloader
aioresponses,https://github.com/pnuckowski/aioresponses,pnuckowski/aioresponses
aioriak,https://github.com/rambler-digital-solutions/aioriak,rambler-digital-solutions/aioriak
aiormq,https://github.com/mosquito/aiormq,mosquito/aiormq
aiorpcx,https://github.com/kyuupichan/aiorpcX,kyuupichan/aiorpcX
aiortc,https://github.com/aiortc/aiortc,aiortc/aiortc
aiosasl,https://github.com/horazont/aiosasl,horazont/aiosasl
aiosched,https://github.com/alttch/aiosched,alttch/aiosched
aioschedule,https://github.com/ibrb/python-aioschedule,ibrb/python-aioschedule
aiosfstream,https://github.com/robertmrk/aiosfstream,robertmrk/aiosfstream
aioshelly,https://github.com/home-assistant-libs/aioshelly,home-assistant-libs/aioshelly
aiosmb,https://github.com/skelsec/aiosmb,skelsec/aiosmb
aiosmtplib,https://github.com/cole/aiosmtplib,cole/aiosmtplib
aiosocks,https://github.com/nibrag/aiosocks,nibrag/aiosocks
aiosocksy,https://github.com/romis2012/aiosocksy,romis2012/aiosocksy
aiosql,https://github.com/nackjicholson/aiosql,nackjicholson/aiosql
aiosqlite3,https://github.com/zeromake/aiosqlite3,zeromake/aiosqlite3
aiostratum-proxy,https://github.com/wetblanketcc/aiostratum_proxy,wetblanketcc/aiostratum_proxy
aiostream,https://github.com/vxgmichel/aiostream,vxgmichel/aiostream
aiosyncthing,https://github.com/zhulik/aiosyncthing,zhulik/aiosyncthing
aiotools,https://github.com/achimnol/aiotools,achimnol/aiotools
aiotrello,https://github.com/zomien/aiotrello,zomien/aiotrello
aiounifi,https://github.com/Kane610/aiounifi,Kane610/aiounifi
aiounittest,https://github.com/kwarunek/aiounittest,kwarunek/aiounittest
aioworkers,https://github.com/aioworkers/aioworkers,aioworkers/aioworkers
aioxmpp,https://github.com/horazont/aioxmpp,horazont/aioxmpp
aioymaps,https://github.com/devbis/aioymaps/,devbis/aioymaps
aiozipkin,https://github.com/aio-libs/aiozipkin,aio-libs/aiozipkin
airbrake,https://github.com/airbrake/airbrake-python,airbrake/airbrake-python
airbyte-cdk,https://github.com/airbytehq/airbyte,airbytehq/airbyte
airflow,https://github.com/apache/incubator-airflow,apache/incubator-airflow
airflow-clickhouse-plugin,https://github.com/whisklabs/airflow-clickhouse-plugin,whisklabs/airflow-clickhouse-plugin
airflow-code-editor,https://github.com/andreax79/airflow-code-editor,andreax79/airflow-code-editor
airflow-dbt,https://github.com/gocardless/airflow-dbt,gocardless/airflow-dbt
airflow-exporter,https://github.com/epoch8/airflow-exporter,epoch8/airflow-exporter
airflow-extension-metrics,https://github.com/nytm/airflow_extensions/custom_metrics,nytm/airflow_extensions
airflow-extension-triggers,https://github.com/nytm/airflow_extensions/event_triggering,nytm/airflow_extensions
airflow-livy-operators,https://github.com/panovvv/airflow-livy-operators,panovvv/airflow-livy-operators
airflow-multi-dagrun,https://github.com/mastak/airflow_multi_dagrun,mastak/airflow_multi_dagrun
airflow-notebook,https://github.com/elyra-ai/elyra,elyra-ai/elyra
airflow-prometheus-exporter,https://github.com/robinhood/airflow_prometheus_exporter,robinhood/airflow_prometheus_exporter
airflow-provider-fivetran,https://github.com/fivetran/airflow-provider-fivetran,fivetran/airflow-provider-fivetran
airflow-provider-great-expectations,https://github.com/great-expectations/airflow-provider-great-expectations,great-expectations/airflow-provider-great-expectations
airiam,https://github.com/bridgecrewio/AirIAM,bridgecrewio/AirIAM
airly,https://github.com/ak-ambi/python-airly,ak-ambi/python-airly
airspeed,https://github.com/purcell/airspeed/,purcell/airspeed
airtable,https://github.com/josephbestjames/airtable.py,josephbestjames/airtable.py
airtable-python-wrapper,https://github.com/gtalarico/airtable-python-wrapper,gtalarico/airtable-python-wrapper
airtest,https://github.com/AirtestProject/Airtest,AirtestProject/Airtest
aizoo,https://github.com/Jie-Yuan/aizoo,Jie-Yuan/aizoo
ajsonrpc,https://github.com/pavlov99/ajsonrpc,pavlov99/ajsonrpc
ak-vendor,https://github.com/appknox/vendor,appknox/vendor
akinator-py,https://github.com/NinjaSnail1080/akinator.py,NinjaSnail1080/akinator.py
akismet,https://github.com/ubernostrum/akismet,ubernostrum/akismet
akro,https://github.com/rlworkgroup/akro,rlworkgroup/akro
akshare,https://github.com/akfamily/akshare,akfamily/akshare
alas-ce0-client,https://github.com/pypa/alas-ce0-client,pypa/alas-ce0-client
albatross3,https://github.com/kespindler/albatross,kespindler/albatross
albumentations,https://github.com/albumentations-team/albumentations,albumentations-team/albumentations
alchemize,https://github.com/jmvrbanac/alchemize,jmvrbanac/alchemize
alchemy-catalyst,https://github.com/catalyst-team/alchemy,catalyst-team/alchemy
alchemy-mock,https://github.com/miki725/alchemy-mock,miki725/alchemy-mock
alchy,https://github.com/dgilland/alchy,dgilland/alchy
aldjemy,https://github.com/aldjemy/aldjemy,aldjemy/aldjemy
aldryn-apphooks-config,https://github.com/aldryn/aldryn-apphooks-config,aldryn/aldryn-apphooks-config
aldryn-bootstrap3,https://github.com/aldryn/aldryn-bootstrap3,aldryn/aldryn-bootstrap3
aldryn-forms,https://github.com/aldryn/aldryn-forms,aldryn/aldryn-forms
aldryn-jobs,https://github.com/aldryn/aldryn-jobs,aldryn/aldryn-jobs
aldryn-translation-tools,https://github.com/aldryn/aldryn-translation-tools,aldryn/aldryn-translation-tools
ale-py,https://github.com/mgbellemare/Arcade-Learning-Environment,mgbellemare/Arcade-Learning-Environment
alembic-verify,https://github.com/Overseas-Student-Living/alembic-verify,Overseas-Student-Living/alembic-verify
alerta,https://github.com/guardian/python-alerta,guardian/python-alerta
alerta-server,https://github.com/guardian/alerta,guardian/alerta
alertlogic-sdk-definitions,https://github.com/alertlogic/alertlogic-sdk-definitions,alertlogic/alertlogic-sdk-definitions
alertlogic-sdk-python,https://github.com/alertlogic/alertlogic-sdk-python,alertlogic/alertlogic-sdk-python
alertlogicapi,https://github.com/freimer/AlertLogicAPI,freimer/AlertLogicAPI
alexa-reply,https://github.com/The-mortal-phoenix/alexa-reply,The-mortal-phoenix/alexa-reply
alexflipnote-py,https://github.com/Soheab/alexflipnote.py/tree/2.x,Soheab/alexflipnote.py
algo,https://github.com/JesperBry/algo,JesperBry/algo
algoliasearch,https://github.com/algolia/algoliasearch-client-python,algolia/algoliasearch-client-python
algoliasearch-django,https://github.com/algolia/algoliasearch-django,algolia/algoliasearch-django
alibabacloud-dingtalk,https://github.com/aliyun/alibabacloud-sdk,aliyun/alibabacloud-sdk
alibabacloud-tea,https://github.com/aliyun/tea-python,aliyun/tea-python
alibi,https://github.com/SeldonIO/alibi,SeldonIO/alibi
alibi-detect,https://github.com/SeldonIO/alibi-detect,SeldonIO/alibi-detect
alice-blue,https://github.com/krishnavelu/alice_blue,krishnavelu/alice_blue
alidock,https://github.com/alidock/alidock,alidock/alidock
alignak-webui,https://github.com/Alignak-monitoring-contrib/alignak-webui,Alignak-monitoring-contrib/alignak-webui
alignmentrs,https://github.com/kentwait/alignmentrs,kentwait/alignmentrs
alive-progress,https://github.com/rsalmei/alive-progress,rsalmei/alive-progress
aliyun-log-cli,https://github.com/aliyun/aliyun-log-cli,aliyun/aliyun-log-cli
aliyun-log-python-sdk,https://github.com/aliyun/aliyun-log-python-sdk,aliyun/aliyun-log-python-sdk
aliyun-python-sdk-core,https://github.com/aliyun/aliyun-openapi-python-sdk,aliyun/aliyun-openapi-python-sdk
aliyun-python-sdk-core-v3,https://github.com/aliyun/aliyun-openapi-python-sdk,aliyun/aliyun-openapi-python-sdk
aliyundrive-webdav,https://github.com/messense/aliyundrive-webdav,messense/aliyundrive-webdav
aliyunsdkcore,https://github.com/duangy/aliyunsdkcore,duangy/aliyunsdkcore
allennlp,https://github.com/allenai/allennlp,allenai/allennlp
allennlp-models,https://github.com/allenai/allennlp-models,allenai/allennlp-models
allennlp-pvt-nightly,https://github.com/allenai/allennlp,allenai/allennlp
allensdk,https://github.com/AllenInstitute/AllenSDK/tree/v2.13.2,AllenInstitute/AllenSDK
allianceauth-afat,https://github.com/ppfeufer/allianceauth-afat,ppfeufer/allianceauth-afat
allpairspy,https://github.com/thombashi/allpairspy,thombashi/allpairspy
allure-behave,https://github.com/allure-framework/allure-python,allure-framework/allure-python
allure-pytest,https://github.com/allure-framework/allure-python,allure-framework/allure-python
allure-pytest-bdd,https://github.com/allure-framework/allure-python,allure-framework/allure-python
allure-python-commons,https://github.com/allure-framework/allure-python,allure-framework/allure-python
allure-python-commons-test,https://github.com/allure-framework/allure-python,allure-framework/allure-python
allure-robotframework,https://github.com/allure-framework/allure-python,allure-framework/allure-python
aloe,https://github.com/aloetesting/aloe,aloetesting/aloe
alog,https://github.com/keitheis/alog,keitheis/alog
alohomora,https://github.com/Viasat/alohomora,Viasat/alohomora
alpaca-trade-api,https://github.com/alpacahq/alpaca-trade-api-python,alpacahq/alpaca-trade-api-python
alpha-vantage,https://github.com/RomelTorres/alpha_vantage,RomelTorres/alpha_vantage
alphabet-detector,https://github.com/EliFinkelshteyn/alphabet-detector,EliFinkelshteyn/alphabet-detector
alphafold2-pytorch,https://github.com/lucidrains/alphafold2,lucidrains/alphafold2
alphashape,https://github.com/bellockk/alphashape,bellockk/alphashape
alphatwirl,https://github.com/alphatwirl/alphatwirl,alphatwirl/alphatwirl
alps-unified-ts,https://github.com/mmuller88/alps-unified-ts.git,mmuller88/alps-unified-ts
alsangue,https://github.com/tallero/alsangue,tallero/alsangue
alt-pytest-asyncio,https://github.com/delfick/alt-pytest-asyncio,delfick/alt-pytest-asyncio
altdg,https://github.com/altdg/bulk_mapper,altdg/bulk_mapper
