project, status, reproducibleVariants, nonReproducibleVariants, stars
blackduck, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'timezone'], ['user_group.available+=builduser:builduser'; 'time'; 'umask'], 78
five-localsitemanager, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 1
courseraoauth2client, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 4
nextstrain-cli, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 25
lastversion, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 272
sasoptpy, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], -1
mmcv-full, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 5029
django-logentry-admin, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 99
pyros-genpy, Partially Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 22
mkdocs-include-markdown-plugin, Partially Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 61
motmetrics, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 1210
reolink, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 74
spinners, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 126
joint-calling, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 0
carto, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 155
blessings, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 1380
tencentcloud-sdk-python-tci, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 534
imagehash, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 2676
yolk3k, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 53
products-pluginregistry, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], -1
pallets-sphinx-themes, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 43
camsa, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 8
depthai, Partially Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 764
liccheck, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 123
mapbox-earcut, Partially Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
telemetry-tools, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 0
restless, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 832
flask-admin, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 5393
pycomfoconnect, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 86
facenet, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 10
smartystreets-python-sdk, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 25
auth0-python, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 427
fauxfactory, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 32
katcp, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 10
sklearn-pmml-model, Partially Reproducible, ['environment'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['build_path'; 'user_group.available+=builduser:builduser'; 'umask'], 0
retry-requests, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 18
requests-credssp, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 16
tencentcloud-sdk-python-privatedns, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 534
ladybug-rhino, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 7
siggen, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 4
imgcompare, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 7
gargoyle-yplan, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 108
clc-ansible-module, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 10
fastavro, Partially Reproducible, ['environment'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['build_path'; 'user_group.available+=builduser:builduser'; 'umask'], 570
django-xicon, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 9
django-sql-utils, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 46
keras-bert, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 2398
pytest-reportportal, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 87
dqrobotics, Partially Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
replace, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 3
django-mass-edit, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 118
fab-classic, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 59
fmpy, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 296
dodgy, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 88
bentley-ottmann, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 14
dictknife, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 19
flask-whooshalchemy, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 276
safitty, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 30
gspread-dataframe, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 194
colander, Partially Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 437
dwq, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 0
ons-ras-common, Partially Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 1
otter-grader, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 102
hepcrawl, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'timezone'], ['user_group.available+=builduser:builduser'; 'time'; 'umask'], 16
pysnmp, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 516
owlrl, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], -1
flask-plugins, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 32
eliot, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 1005
uptime, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 25
backpack, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 51
duo-web, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 17
getjson, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 0
yasa, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 278
arcsecond, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 8
django-ipware, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 871
locust-plugins, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 398
pymdstat, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 11
python-lambda-local, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 271
facet, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 6
flask-socketio, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 5009
nb-black, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 62
iyzipay, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 64
products-temporaryfolder, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], -1
ggwp, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 1
scalesec-gcp-workload-identity, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 8
removebg, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 641
duckling, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'timezone'], ['user_group.available+=builduser:builduser'; 'time'; 'umask'], 49
xmlschema, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 334
roguehostapd, Partially Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
google-ads, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 369
coolname, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 107
djangocms-teaser, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 5
dwave-hybrid, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 74
alertlogicapi, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 0
inyourface, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 14
logzio-python-handler, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 33
wasserstein, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 0
pycubescrambler, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 2
pip-compile-multi, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 109
django-docopt-command, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 25
bresenham, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'timezone'], ['user_group.available+=builduser:builduser'; 'time'; 'umask'], 21
blobfile, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 37
purepng, Partially Reproducible, ['environment'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['build_path'; 'user_group.available+=builduser:builduser'; 'umask'], 15
django-admin-hstore-widget, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 18
pypom, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 2
wiotp-sdk, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 184
numerize, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 29
marshmallow-utils, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 0
pytest-progress, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 3
ipyxact, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 89
openapiart, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'], ['user_group.available+=builduser:builduser'; 'umask'], 6
azure-mgmt-kusto, Partially Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 3758
