project, status, reproducibleVariants, nonReproducibleVariants, stars
github.com/coredns/coredns, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], ['user_group.available+=builduser:builduser'; 'home'], 10786
github.com/chzyer/logex, Fully Reproducible, ['all'], [], 39
github.com/go-openapi/spec, Fully Reproducible, ['all'], [], 342
github.com/imdario/mergo, Fully Reproducible, ['all'], [], 2491
github.com/hashicorp/go-sockaddr, Fully Reproducible, ['all'], [], 217
github.com/onsi/ginkgo, Fully Reproducible, ['all'], [], 7226
github.com/google/uuid, Fully Reproducible, ['all'], [], 4113
github.com/pkg/term, Fully Reproducible, ['all'], [], 342
github.com/justinas/alice, Fully Reproducible, ['all'], [], 2782
github.com/mitchellh/gox, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], ['user_group.available+=builduser:builduser'; 'home'], 4446
github.com/gobuffalo/envy, Fully Reproducible, ['all'], [], 147
github.com/btcsuite/btcd, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], ['user_group.available+=builduser:builduser'; 'home'], 5359
github.com/google/gofuzz, Fully Reproducible, ['all'], [], 1406
github.com/ziutek/mymysql, Fully Reproducible, ['all'], [], 725
github.com/andybalholm/brotli, Fully Reproducible, ['all'], [], 466
github.com/kisielk/gotool, Fully Reproducible, ['all'], [], 59
cloud.google.com/go/datastore, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 3326
github.com/nats-io/stan.go, Fully Reproducible, ['all'], [], 684
github.com/coreos/go-oidc, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 1504
github.com/containerd/typeurl, Fully Reproducible, ['all'], [], 48
gopkg.in/macaron.v1, Fully Reproducible, ['all'], [], 3352
github.com/gin-gonic/gin, Fully Reproducible, ['all'], [], 69835
github.com/karrick/godirwalk, Fully Reproducible, ['all'], [], 638
