project, status, reproducibleVariants, nonReproducibleVariants, stars
github.com/hashicorp/terraform, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], ['user_group.available+=builduser:builduser'; 'home'], 37960
github.com/andybalholm/cascadia, Fully Reproducible, ['all'], [], 602
github.com/cloudflare/cfssl, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 7718
gopkg.in/gorp.v1, Fully Reproducible, ['all'], [], 3621
github.com/klauspost/cpuid/v2, Fully Reproducible, ['all'], [], 834
github.com/mitchellh/mapstructure, Fully Reproducible, ['all'], [], 6847
github.com/cockroachdb/apd, Fully Reproducible, ['all'], [], 533
github.com/microcosm-cc/bluemonday, Fully Reproducible, ['all'], [], 2683
github.com/peterh/liner, Fully Reproducible, ['all'], [], 887
github.com/nicksnyder/go-i18n, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 2261
github.com/gorilla/sessions, Fully Reproducible, ['all'], [], 2502
github.com/nats-io/nats.go, Fully Reproducible, ['all'], [], 4621
github.com/juju/ratelimit, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 2532
github.com/mitchellh/go-ps, Fully Reproducible, ['all'], [], 918
gopkg.in/go-playground/validator.v9, Fully Reproducible, ['all'], [], 13432
github.com/dgraph-io/badger, Fully Reproducible, ['all'], [], 12429
github.com/go-test/deep, Fully Reproducible, ['all'], [], 648
github.com/cpuguy83/go-md2man, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], ['user_group.available+=builduser:builduser'; 'home'], 160
github.com/go-stack/stack, Fully Reproducible, ['all'], [], 376
gopkg.in/airbrake/gobrake.v2, Fully Reproducible, ['all'], [], 98
github.com/go-ldap/ldap, Fully Reproducible, ['all'], [], 1978
github.com/docker/go-connections, Fully Reproducible, ['all'], [], 175
github.com/mitchellh/go-wordwrap, Fully Reproducible, ['all'], [], 69
github.com/mistifyio/go-zfs, Fully Reproducible, ['all'], [], 108
github.com/aliyun/aliyun-oss-go-sdk, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 859
github.com/logrusorgru/aurora, Fully Reproducible, ['all'], [], 1258
github.com/pborman/uuid, Fully Reproducible, ['all'], [], 368
github.com/xeipuuv/gojsonschema, Fully Reproducible, ['all'], [], 1857
go.opentelemetry.io/otel, Fully Reproducible, ['all'], [], 4020
github.com/briandowns/spinner, Fully Reproducible, ['all'], [], 2015
github.com/hashicorp/go-msgpack, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 61
github.com/google/certificate-transparency-go, Fully Reproducible, ['all'], [], 713
github.com/valyala/bytebufferpool, Fully Reproducible, ['all'], [], 864
github.com/xordataexchange/crypt, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 511
github.com/streadway/amqp, Fully Reproducible, ['all'], [], 4655
github.com/google/cadvisor, Fully Reproducible, ['all'], [], 15207
github.com/casbin/casbin, Fully Reproducible, ['all'], [], 15092
github.com/robfig/cron, Fully Reproducible, ['all'], [], 11225
github.com/googleapis/gax-go/v2, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 165
github.com/golang/groupcache, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 12155
github.com/aliyun/alibaba-cloud-sdk-go, Fully Reproducible, ['all'], [], 1116
go.uber.org/atomic, Fully Reproducible, ['all'], [], 1109
github.com/google/btree, Fully Reproducible, ['all'], [], 3324
github.com/fortytw2/leaktest, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 947
github.com/prometheus/procfs, Fully Reproducible, ['all'], [], 651
github.com/jinzhu/now, Fully Reproducible, ['all'], [], 3985
github.com/rs/xid, Fully Reproducible, ['all'], [], 3299
github.com/libp2p/go-libp2p, Fully Reproducible, ['all'], [], 5290
github.com/inconshreveable/mousetrap, Fully Reproducible, ['all'], [], 188
github.com/opentracing/opentracing-go, Fully Reproducible, ['all'], [], 3299
go.etcd.io/etcd/etcdctl/v3, Fully Reproducible, ['all'], [], 43902
google.golang.org/appengine, Fully Reproducible, ['all'], [], 635
github.com/docker/spdystream, Fully Reproducible, ['all'], [], 134
github.com/tinylib/msgp, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], ['user_group.available+=builduser:builduser'; 'home'], 1594
github.com/rs/cors, Fully Reproducible, ['all'], [], 2384
github.com/ghodss/yaml, Fully Reproducible, ['all'], [], 872
github.com/docker/cli, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 4116
gopkg.in/gomail.v2, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 3960
go.etcd.io/etcd/client/v2, Fully Reproducible, ['all'], [], 43902
github.com/gorilla/schema, Fully Reproducible, ['all'], [], 1170
github.com/huandu/xstrings, Fully Reproducible, ['all'], [], 1133
github.com/mailru/easyjson, Fully Reproducible, ['all'], [], 4144
helm.sh/helm/v3, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 24611
github.com/pelletier/go-toml, Fully Reproducible, ['all'], [], 1450
github.com/ncw/rclone, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 39149
github.com/docker/go-units, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 154
github.com/pmezard/go-difflib, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 311
github.com/client9/misspell, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 1174
github.com/digitalocean/godo, Fully Reproducible, ['all'], [], 1314
github.com/patrickmn/go-cache, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 7198
github.com/google/go-cmp, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 3358
gopkg.in/yaml.v3, Fully Reproducible, ['all'], [], 6301
github.com/gorilla/websocket, Fully Reproducible, ['all'], [], 19170
github.com/mattn/go-colorable, Fully Reproducible, ['all'], [], 685
github.com/nats-io/gnatsd, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], ['user_group.available+=builduser:builduser'; 'home'], 12992
github.com/go-errors/errors, Fully Reproducible, ['all'], [], 663
github.com/russross/blackfriday, Fully Reproducible, ['all'], [], 5184
k8s.io/client-go, Fully Reproducible, ['all'], [], 6751
cloud.google.com/go/compute, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 3326
github.com/fsnotify/fsnotify, Fully Reproducible, ['all'], [], 8006
github.com/hashicorp/go-retryablehttp, Fully Reproducible, ['all'], [], 1578
go.uber.org/multierr, Fully Reproducible, ['all'], [], 781
github.com/json-iterator/go, Fully Reproducible, ['all'], [], 12388
github.com/fogleman/gg, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 3834
gopkg.in/gcfg.v1, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 161
github.com/magiconair/properties, Fully Reproducible, ['all'], [], 283
github.com/hashicorp/vault/api, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], ['user_group.available+=builduser:builduser'; 'home'], 27976
github.com/pingcap/tidb, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 34330
github.com/go-logfmt/logfmt, Fully Reproducible, ['all'], [], 156
gopkg.in/go-playground/validator.v8, Fully Reproducible, ['all'], [], 13432
github.com/jinzhu/inflection, Fully Reproducible, ['all'], [], 411
github.com/nats-io/nuid, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 331
github.com/pkg/profile, Fully Reproducible, ['all'], [], 1868
github.com/hashicorp/go-memdb, Fully Reproducible, ['all'], [], 2579
github.com/containerd/fifo, Fully Reproducible, ['all'], [], 77
github.com/googleapis/gax-go, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 165
github.com/spf13/afero, Fully Reproducible, ['all'], [], 5082
github.com/BurntSushi/toml, Fully Reproducible, ['all'], [], 4233
github.com/go-redsync/redsync, Fully Reproducible, ['all'], [], 2560
github.com/ethereum/go-ethereum, Fully Reproducible, ['all'], [], 42902
